id,name,bn_name,gender
626,Dr. Farid Hossain Chowdhury,Dr. Farid Hossain Chowdhury,MALE
627,Dr. Ikra Itu,Dr. Ikra Itu,FEMALE
628,Dr. Md. Abdul Ahad,Dr. Md. Abdul Ahad,MALE
629,Dr. Nafiul Iqbal Probash,Dr. Nafiul Iqbal Probash,MALE
630,Dr. Ashika Siddiquea Urshi,Dr. Ashika Siddiquea Urshi,FEMALE
631,Dr. Abu Ahmed Tanvir,Dr. Abu Ahmed Tanvir,MALE
632,Dr. Mohammad Hasan,Dr. Mohammad Hasan,MALE
633,Asst. Prof. Dr. Md Sirajul Islam,Asst. Prof. Dr. Md Sirajul Islam,MALE
634,Dr. Habibur Rahaman,Dr. Habibur Rahaman,MALE
635,Dr. Md. Mahmudul Hasan,Dr. Md. Mahmudul Hasan,MALE
636,Assoc. Prof. Dr. Abu Yousuf Md Shahidul Alam,Assoc. Prof. Dr. Abu Yousuf Md Shahidul Alam,MALE
637,Dr. Nayan Kanti Nath,Dr. Nayan Kanti Nath,MALE
638,Dr. Tridib Kumar Das,Dr. Tridib Kumar Das,MALE
639,Dr. Md. Fahim Moon,Dr. Md. Fahim Moon,MALE
640,Dr. Afsana Poppy,Dr. Afsana Poppy,FEMALE
641,Dr. monika afrin,Dr. monika afrin,FEMALE
642,Dr. Tanzina Ahmed,Dr. Tanzina Ahmed,FEMALE
643,Dr. Muhammad Chanchal Azad,Dr. Muhammad Chanchal Azad,MALE
644,Dr. Joydip Bhattacharjee,Dr. Joydip Bhattacharjee,MALE
645,Dr. Emon Kanti Moharer,Dr. Emon Kanti Moharer,MALE
646,Dr. Muhammad Waliullah,Dr. Muhammad Waliullah,MALE
647,Dr. B M Saiduzzaman Sujon,Dr. B M Saiduzzaman Sujon,MALE
648,Dr. Mehjuba Mushrat,Dr. Mehjuba Mushrat,FEMALE
649,Dr. Alif Dina Asrafe,Dr. Alif Dina Asrafe,FEMALE
650,Dr. Hasan Al Banna,Dr. Hasan Al Banna,MALE
651,Dr. Happy Heya,Dr. Happy Heya,FEMALE
652,Dr. Farjan Mahmud,Dr. Farjan Mahmud,MALE
653,Dr. Faysal Rana,Dr. Faysal Rana,MALE
654,Dr. Mohammed Nasir Uddin,Dr. Mohammed Nasir Uddin,MALE
655,Dr. MD.SHAHZALAL UDDIN,Dr. MD.SHAHZALAL UDDIN,MALE
656,Dr. Abdullah Al Noman,Dr. Abdullah Al Noman,MALE
657,Dr. Md Nazib kaikobad,Dr. Md Nazib kaikobad,MALE
658,Dr. A B M Safiqur Rahman,Dr. A B M Safiqur Rahman,MALE
659,Dr. Rubaiat Sharmin,Dr. Rubaiat Sharmin,FEMALE
660,Dr. Jannatul Mastura,Dr. Jannatul Mastura,FEMALE
661,Dr. MD.ASHIQUE UL ISLAM SOURAV,Dr. MD.ASHIQUE UL ISLAM SOURAV,MALE
662,Dr. Samsad Begum,Dr. Samsad Begum,FEMALE
663,Dr. Chowdhury Md. Niazuzzaman,Dr. Chowdhury Md. Niazuzzaman,MALE
664,Dr. Rashedul Alam,Dr. Rashedul Alam,MALE
665,Dr. Miskat uddin Ahmed,Dr. Miskat uddin Ahmed,MALE
666,Dr. Md Moniruzzaman,Dr. Md Moniruzzaman,MALE
667,Dr. ABDULLAH AL MAMUN,Dr. ABDULLAH AL MAMUN,MALE
668,Dr. Swapan Kumar Roy,Dr. Swapan Kumar Roy,MALE
669,Dr. S M NAZMUL ALAM,Dr. S M NAZMUL ALAM,MALE
670,Dr. Salman Samad,Dr. Salman Samad,MALE
671,Dr. Shamim Ferdous Khan,Dr. Shamim Ferdous Khan,FEMALE
672,Dr. Mubin Ahmed,Dr. Mubin Ahmed,MALE
673,Dr. Tanzina Chowdhury,Dr. Tanzina Chowdhury,FEMALE
674,Dr. A. Q. M. Munzurul Hassan,Dr. A. Q. M. Munzurul Hassan,MALE
675,Dr. Mazharul Islam,Dr. Mazharul Islam,MALE
676,Dr. Sayeef Hossain Khan,Dr. Sayeef Hossain Khan,MALE
677,Dr. Mohd Sharif Uddin,Dr. Mohd Sharif Uddin,MALE
678,Assoc. Prof. Dr. Rezaul Malik,Assoc. Prof. Dr. Rezaul Malik,MALE
679,Dr. Sunsila Jabrin,Dr. Sunsila Jabrin,FEMALE
680,Dr. Md Saddam Hossain,Dr. Md Saddam Hossain,MALE
681,Assoc. Prof. Dr. Tofayel Uddin Ahmed,Assoc. Prof. Dr. Tofayel Uddin Ahmed,MALE
682,Dr. Sabnoor Jahan Nishy,Dr. Sabnoor Jahan Nishy,FEMALE
683,Dr. Mahmudur Rahman,Dr. Mahmudur Rahman,MALE
684,Dr. ABDUL MANNAN,Dr. ABDUL MANNAN,MALE
685,Asst. Prof. Dr. Faruk Ahmad,Asst. Prof. Dr. Faruk Ahmad,MALE
686,Dr. Rishat Afrin,Dr. Rishat Afrin,FEMALE
687,Dr. Rifat Mahmud,Dr. Rifat Mahmud,MALE
688,Dr. Fatima Zahir Puspa,Dr. Fatima Zahir Puspa,FEMALE
689,Dr. Tanvir Shanewaz,Dr. Tanvir Shanewaz,MALE
690,Dr. Merina Tanzil,Dr. Merina Tanzil,FEMALE
691,Dr. Swasti Chakraborty,Dr. Swasti Chakraborty,FEMALE
692,Dr. Mohammad Shah Reer Reza,Dr. Mohammad Shah Reer Reza,MALE
693,Assoc. Prof. Dr. Md. Mozharul Islam,Assoc. Prof. Dr. Md. Mozharul Islam,MALE
694,Dr. Dipanjan Dhar,Dr. Dipanjan Dhar,MALE
695,Dr. Haimanti Shukla Barman,Dr. Haimanti Shukla Barman,FEMALE
696,Dr. Adnin Nahar,Dr. Adnin Nahar,FEMALE
697,Dr. Raihan Shykh,Dr. Raihan Shykh,MALE
698,Dr. Nayem Md. Ashir Faisal,Dr. Nayem Md. Ashir Faisal,MALE
699,Dr. Md Sholaiman Shakil,Dr. Md Sholaiman Shakil,MALE
700,Dr. Bishojit Mondal,Dr. Bishojit Mondal,MALE
701,Dr. Fatema Akter Sima,Dr. Fatema Akter Sima,FEMALE
702,Dr. Saifuddin Ahmed,Dr. Saifuddin Ahmed,MALE
703,Dr. Md. Asifur Rahman Prince,Dr. Md. Asifur Rahman Prince,MALE
704,Dr. Aminul Islam Bonny,Dr. Aminul Islam Bonny,MALE
705,Dr. Enamul Haque Imon,Dr. Enamul Haque Imon,MALE
706,Dr. Nafisa Nur,Dr. Nafisa Nur,FEMALE
707,Dr. Nazmul Ahsun,Dr. Nazmul Ahsun,MALE
708,Dr. Sheikh Asaduzzaman,Dr. Sheikh Asaduzzaman,MALE
709,Dr. Md. Ashraf-Ul Alam Chowdhury,Dr. Md. Ashraf-Ul Alam Chowdhury,MALE
710,Dr. Aiyisha Nusrat Jahan Modhumonty,Dr. Aiyisha Nusrat Jahan Modhumonty,FEMALE
711,Dr. Tanvir Islam,Dr. Tanvir Islam,MALE
712,Dr. Mohammad Wahidul Alam,Dr. Mohammad Wahidul Alam,MALE
713,Dr. Umma Hafiza Nira,Dr. Umma Hafiza Nira,FEMALE
714,Dr. Asif Abdullah,Dr. Asif Abdullah,MALE
715,Dr. Nazmul Hasan,Dr. Nazmul Hasan,MALE
716,Dr. Md. Kamruzzaman Chowdhury,Dr. Md. Kamruzzaman Chowdhury,MALE
717,Dr. Rifat Arefin Shawon,Dr. Rifat Arefin Shawon,MALE
718,Dr. SULTAN SHOEB AHMED,Dr. SULTAN SHOEB AHMED,MALE
719,Dr. Ali Newaj Chowdhury Jishan,Dr. Ali Newaj Chowdhury Jishan,MALE
720,Asst. Prof. Dr. Nusrat Tasnim,Asst. Prof. Dr. Nusrat Tasnim,FEMALE
721,Dr. Biswajit Roy Chowdhury,Dr. Biswajit Roy Chowdhury,MALE
722,Dr. Khadiza Tasnim,Dr. Khadiza Tasnim,FEMALE
723,Dr. Md. Mainul Al Hasan,Dr. Md. Mainul Al Hasan,MALE
724,Dr. Atashi Irtiza,Dr. Atashi Irtiza,FEMALE
725,Dr. Khondoker Mamun Ur Rashid,Dr. Khondoker Mamun Ur Rashid,MALE
726,Dr. Mashrur Ahmed,Dr. Mashrur Ahmed,MALE
727,Dr. Md. Faisal Khandaker,Dr. Md. Faisal Khandaker,MALE
728,Dr. Mohammad  Arafat Rahman,Dr. Mohammad  Arafat Rahman,MALE
729,Dr. MD.SHADMAN BIN SHAHID,Dr. MD.SHADMAN BIN SHAHID,MALE
730,Dr. Hafsa Anika,Dr. Hafsa Anika,FEMALE
731,Dr. Humayara Tabassum,Dr. Humayara Tabassum,FEMALE
732,Dr. Pritom Karmakar,Dr. Pritom Karmakar,MALE
733,Dr. MOHAMMED MINHAZ NASIR,Dr. MOHAMMED MINHAZ NASIR,MALE
734,Dr. Abhijit Sannamat,Dr. Abhijit Sannamat,MALE
735,Dr. Ifaz Hossain Chowdhury,Dr. Ifaz Hossain Chowdhury,MALE
736,Dr. Md. Tipu Sultan,Dr. Md. Tipu Sultan,MALE
737,Dr. Faruq Ahmed Rezwan,Dr. Faruq Ahmed Rezwan,MALE
738,Dr. Simanta Roy,Dr. Simanta Roy,MALE
739,Dr. Rashedul Karim,Dr. Rashedul Karim,MALE
740,Dr. Faraz Al Zafar,Dr. Faraz Al Zafar,MALE
741,Dr. Anika Tabassum Ummika,Dr. Anika Tabassum Ummika,FEMALE
742,Dr. B M Asaduzzaman Noor,Dr. B M Asaduzzaman Noor,MALE
743,Dr. Avick Halder,Dr. Avick Halder,MALE
744,Dr. Mohammed Golam Hossain,Dr. Mohammed Golam Hossain,MALE
745,Dr. Vaskar Debnath,Dr. Vaskar Debnath,MALE
746,Dr. Samin Yaser Akash,Dr. Samin Yaser Akash,MALE
747,Dr. Mohammad Tanvir Rahman,Dr. Mohammad Tanvir Rahman,MALE
748,Dr. Arnab Das,Dr. Arnab Das,MALE
749,Dr. Masuma Jahan,Dr. Masuma Jahan,FEMALE
750,Dr. MIZANUR RAHMAN,Dr. MIZANUR RAHMAN,MALE
751,Dr. Upal Chowdhury,Dr. Upal Chowdhury,MALE
752,Dr. Khandakar Rashed Ahmed,Dr. Khandakar Rashed Ahmed,MALE
753,Dr. Md Noor Alam Sagar,Dr. Md Noor Alam Sagar,MALE
754,Dr. Milon Roy,Dr. Milon Roy,MALE
755,Dr. Ruhul Amin Khan,Dr. Ruhul Amin Khan,MALE
756,Ismat Zerin,Ismat Zerin,FEMALE
757,Dr. Md Mustaqimul Abrar Choudhury,Dr. Md Mustaqimul Abrar Choudhury,MALE
758,Dr. Md. Naim Uddin,Dr. Md. Naim Uddin,MALE
759,Dr. Hasib Ahmed,Dr. Hasib Ahmed,MALE
760,Dr. Mehedi Hassan,Dr. Mehedi Hassan,MALE
761,Dr. Taraque Aziz Sagar,Dr. Taraque Aziz Sagar,MALE
762,Dr. Ismaia Sultana,Dr. Ismaia Sultana,FEMALE
763,Dr. Sanuar Hossain,Dr. Sanuar Hossain,MALE
764,Dr. Saidur Rahman,Dr. Saidur Rahman,MALE
765,Dr. Fouzia YEASMIN Trishna,Dr. Fouzia YEASMIN Trishna,FEMALE
766,Dr. Muhammad Nayyem Sarker,Dr. Muhammad Nayyem Sarker,MALE
767,Dr. Jitaditya Roy,Dr. Jitaditya Roy,MALE
768,Dr. Shakil Ahmed,Dr. Shakil Ahmed,MALE
769,Assoc. Prof. Dr. Md. Mahfuzul Haque Sarkar,Assoc. Prof. Dr. Md. Mahfuzul Haque Sarkar,MALE
770,Dr. Md. Ehsanul Kabir,Dr. Md. Ehsanul Kabir,MALE
771,Dr. Sumaiya Ahmed,Dr. Sumaiya Ahmed,FEMALE
772,Dr. Sanjida Rezwana,Dr. Sanjida Rezwana,FEMALE
773,Assoc. Prof. Dr. Sajida Sultana,Assoc. Prof. Dr. Sajida Sultana,FEMALE
774,Dr. Abdus Sabur Talukder,Dr. Abdus Sabur Talukder,MALE
775,Dr. Md. Asif Jamil Pritom,Dr. Md. Asif Jamil Pritom,MALE
776,Dr. Saad Karim,Dr. Saad Karim,MALE
777,Dr. Rajib Dutta,Dr. Rajib Dutta,MALE
778,Dr. Md. Fourkan Uddin,Dr. Md. Fourkan Uddin,MALE
779,Dr. Rezwana Laboni,Dr. Rezwana Laboni,FEMALE
780,Dr. Abdullah Al Mahmud,Dr. Abdullah Al Mahmud,MALE
781,Dr. R Roy,Dr. R Roy,MALE
782,Dr. Mohammad Sazzadul Alam,Dr. Mohammad Sazzadul Alam,MALE
783,Dr. Ali Zaman,Dr. Ali Zaman,MALE
784,Dr. Sifatullah Naeem Noori,Dr. Sifatullah Naeem Noori,MALE
785,Dr. Aziz Al Maksud,Dr. Aziz Al Maksud,MALE
786,Dr. Junaid Ahmed,Dr. Junaid Ahmed,MALE
787,Asst. Prof. Dr. Kazi Md. Hannanur Rahman Jewel,Asst. Prof. Dr. Kazi Md. Hannanur Rahman Jewel,MALE
788,Dr. Md.Shoyeb Khan,Dr. Md.Shoyeb Khan,MALE
789,Dr. Asma Akhter,Dr. Asma Akhter,FEMALE
790,Dr. Selina Akter,Dr. Selina Akter,FEMALE
791,Dr. Shadab Saud Sunny,Dr. Shadab Saud Sunny,MALE
792,Dr. Farhana Haque Happy,Dr. Farhana Haque Happy,FEMALE
793,Dr. Asif Mohammed,Dr. Asif Mohammed,MALE
794,Dr. Istiak Bin Hafiz,Dr. Istiak Bin Hafiz,MALE
795,Dr. Iqbal Hasan,Dr. Iqbal Hasan,MALE
796,Assoc. Prof. Dr. MD MIZANUR RAHMAN,Assoc. Prof. Dr. MD MIZANUR RAHMAN,MALE
797,Dr. Imran Hafiz,Dr. Imran Hafiz,MALE
798,Dr. Test Blast,Dr. Test Blast,MALE
799,Dr. Shaharior Mohammed,Dr. Shaharior Mohammed,MALE
800,Dr. Forkan Ahmad Zubair,Dr. Forkan Ahmad Zubair,MALE
801,Dr. Saadiq Ahmed,Dr. Saadiq Ahmed,MALE
802,Dr. Tamal Kumer Das,Dr. Tamal Kumer Das,MALE
803,Dr. Shahinoor Rahman Dulal,Dr. Shahinoor Rahman Dulal,MALE
804,Dr. Md. Rabbikul Islam,Dr. Md. Rabbikul Islam,MALE
805,Dr. Mominul Haider,Dr. Mominul Haider,MALE
806,Dr. Sahidur Rahman,Dr. Sahidur Rahman,MALE
807,Dr. Fahmida Naznine,Dr. Fahmida Naznine,FEMALE
808,Dr. Reza Hasan Tokey,Dr. Reza Hasan Tokey,MALE
809,Dr. Fatima Jahan,Dr. Fatima Jahan,FEMALE
810,Dr. Golam Mahade Hasan,Dr. Golam Mahade Hasan,MALE
811,Dr. Nabila Aysha Mahzabin,Dr. Nabila Aysha Mahzabin,FEMALE
812,Dr. Habibullah-al- manik,Dr. Habibullah-al- manik,MALE
813,Dr. Songhomitra Ghosh,Dr. Songhomitra Ghosh,FEMALE
814,Dr. Shaifa Lubna Mili,Dr. Shaifa Lubna Mili,FEMALE
815,Dr. Miah Mohammad Faridul Hasan,Dr. Miah Mohammad Faridul Hasan,MALE
816,Dr. J M Amzad Hossain Chowdhury,Dr. J M Amzad Hossain Chowdhury,MALE
817,Dr. Sabbir Ahmed,Dr. Sabbir Ahmed,MALE
818,Dr. Shahriar Kabir,Dr. Shahriar Kabir,MALE
819,Dr. Md. Asmaul Hossain Khan,Dr. Md. Asmaul Hossain Khan,MALE
820,Dr. SM RAKIBUL Azad,Dr. SM RAKIBUL Azad,MALE
821,Dr. Md.Shahidul Islam,Dr. Md.Shahidul Islam,MALE
822,Dr. Md Zawadul Islam Johny,Dr. Md Zawadul Islam Johny,MALE
823,Dr. Test Mate,Dr. Test Mate,MALE
824,Dr. Md Hasan Ali,Dr. Md Hasan Ali,MALE
825,Dr. Nagib Ul Galib,Dr. Nagib Ul Galib,MALE
826,Linda Sultana,Linda Sultana,FEMALE
827,Mahmuda Akter Sathi,Mahmuda Akter Sathi,FEMALE
828,Moobashshira Zaman Cynthia,Moobashshira Zaman Cynthia,FEMALE
829,Asma Ara,Asma Ara,FEMALE
830,Dr. Shirajum Munira,Dr. Shirajum Munira,FEMALE
831,Dr. Md. Ashraful Alam,Dr. Md. Ashraful Alam,MALE
832,Dr. Joysree Karmaker,Dr. Joysree Karmaker,FEMALE
833,Dr. Satil Ashman,Dr. Satil Ashman,MALE
834,Dr. Banaful Roy,Dr. Banaful Roy,MALE
835,Dr. Marzia Rahman,Dr. Marzia Rahman,FEMALE
836,Dr. Sumaiya Rahman Soily,Dr. Sumaiya Rahman Soily,FEMALE
837,Dr. Md.Moslah Uddin,Dr. Md.Moslah Uddin,MALE
838,Dr. Rawnak Jahan,Dr. Rawnak Jahan,FEMALE
839,Dr. Asfak Hossain Sweet,Dr. Asfak Hossain Sweet,MALE
840,Dr. Mohammad Saddam Hossain,Dr. Mohammad Saddam Hossain,MALE
841,Dr. Maharun Nahar Mehie,Dr. Maharun Nahar Mehie,FEMALE
842,Dr. Farzin Chowdhury,Dr. Farzin Chowdhury,FEMALE
843,Dr. Faria Razzaque Shejuty,Dr. Faria Razzaque Shejuty,FEMALE
844,Dr. A. H. M. Sufian,Dr. A. H. M. Sufian,MALE
845,Dr. Mahia Islam,Dr. Mahia Islam,FEMALE
846,Dr. Faridul Islam,Dr. Faridul Islam,MALE
847,Dr. Test General doctor Live,Dr. Test General doctor Live,FEMALE
848,Dr. Mohammad Abu Hussain,Dr. Mohammad Abu Hussain,FEMALE
849,Dr. Saifuzzaman Saikat,Dr. Saifuzzaman Saikat,MALE
850,Dr. Israt Jahan Tonny,Dr. Israt Jahan Tonny,FEMALE
851,Dr. Prabal Barua,Dr. Prabal Barua,MALE
852,Dr. NASER MD KAMRUL HASAN,Dr. NASER MD KAMRUL HASAN,MALE
853,Dr. Nawrin Ahmed Dristy,Dr. Nawrin Ahmed Dristy,FEMALE
854,Dr. Nausheen Jahan Khan,Dr. Nausheen Jahan Khan,FEMALE
855,Dr. Tasmia Tarannum,Dr. Tasmia Tarannum,FEMALE
856,Dr. SARWAR HUSSAIN RUMEL,Dr. SARWAR HUSSAIN RUMEL,MALE
857,Dr. Mostak Ahmed,Dr. Mostak Ahmed,MALE
858,Dr. Suman Chandra Das,Dr. Suman Chandra Das,MALE
859,Dr. Farah Tahsin,Dr. Farah Tahsin,FEMALE
860,Dr. Farjana Sultana,Dr. Farjana Sultana,FEMALE
861,Assoc. Prof. Dr. Rezwanur Rahman,Assoc. Prof. Dr. Rezwanur Rahman,FEMALE
862,Dr. Mashkura Akter Ponni,Dr. Mashkura Akter Ponni,FEMALE
863,Dr. MD. Osman Hossain Zabir,Dr. MD. Osman Hossain Zabir,MALE
864,Dr. MD. Shamsul Kabir,Dr. MD. Shamsul Kabir,MALE
865,Dr. Syed Sunny Uz Zaman,Dr. Syed Sunny Uz Zaman,MALE
866,Dr. Basmah Murtahin Jasir,Dr. Basmah Murtahin Jasir,FEMALE
867,Dr. Farhana Akter,Dr. Farhana Akter,FEMALE
868,Dr. Md Raju Hossain,Dr. Md Raju Hossain,MALE
869,Dr. Fatema Akbar,Dr. Fatema Akbar,FEMALE
870,Sazzad Chowdhury,Sazzad Chowdhury,MALE
871,Rahnuma -E- Jannat,Rahnuma -E- Jannat,FEMALE
872,Masuda Afrin,Masuda Afrin,FEMALE
873,Dr. Rubaiya Khan,Dr. Rubaiya Khan,FEMALE
874,Dr. Moinul Hasan,Dr. Moinul Hasan,MALE
875,Dr. Chowdhury Samir Shawkat,Dr. Chowdhury Samir Shawkat,MALE
876,Dr. Tafsir Alam,Dr. Tafsir Alam,FEMALE
877,Dr. Afsana Zahan Bristy,Dr. Afsana Zahan Bristy,FEMALE
878,Dr. Rizwan Ahmed Chowdhury,Dr. Rizwan Ahmed Chowdhury,MALE
879,Dr. Nahid Nazneen,Dr. Nahid Nazneen,FEMALE
880,Asst. Prof. Dr. Md.Jayedul Islam,Asst. Prof. Dr. Md.Jayedul Islam,MALE
881,Dr. Mahedy Abu Talha,Dr. Mahedy Abu Talha,MALE
882,Dr. Rijwan Limon,Dr. Rijwan Limon,MALE
883,Dr. Md Nasim Haider,Dr. Md Nasim Haider,MALE
884,Dr. JAHANGIR HUSHEN MASUM,Dr. JAHANGIR HUSHEN MASUM,MALE
885,Dr. Md.Saddam Hossain,Dr. Md.Saddam Hossain,MALE
886,Dr. Avijit Mridha,Dr. Avijit Mridha,MALE
887,Dr. Tamanna Sultana,Dr. Tamanna Sultana,FEMALE
888,Dr. Tareq Mahmud,Dr. Tareq Mahmud,MALE
889,Asst. Prof. Dr. Monwar Mahmud Bhuiya Pulok,Asst. Prof. Dr. Monwar Mahmud Bhuiya Pulok,FEMALE
890,Dr. A. K .M. Ashraful Haque,Dr. A. K .M. Ashraful Haque,MALE
891,Asst. Prof. Dr. Redwana Hossain,Asst. Prof. Dr. Redwana Hossain,FEMALE
892,Dr. Mustanshirah Lubna,Dr. Mustanshirah Lubna,FEMALE
893,Dr. Md. Shariful Islam,Dr. Md. Shariful Islam,MALE
894,Dr. Md Asaduzzaman Shimul,Dr. Md Asaduzzaman Shimul,MALE
895,Dr. H. M Jannatul Rasel,Dr. H. M Jannatul Rasel,MALE
896,Dr. Abul Kashem,Dr. Abul Kashem,MALE
897,Dr. Noor-E-Nasrin Mitu,Dr. Noor-E-Nasrin Mitu,FEMALE
898,Dr. Hazera Sikder Ritu,Dr. Hazera Sikder Ritu,FEMALE
899,Prof. Dr. Tests DTs,Prof. Dr. Tests DTs,MALE
900,Dr. Abdullah Al Amin,Dr. Abdullah Al Amin,MALE
901,Dr. Telawat Sultana,Dr. Telawat Sultana,FEMALE
902,Dr. Md. Rafiqul Islam,Dr. Md. Rafiqul Islam,MALE
903,Dr. Rokunuzzaman Pavel,Dr. Rokunuzzaman Pavel,MALE
904,Dr. Arman Arafin,Dr. Arman Arafin,MALE
905,Dr. Nicole Sumaya Mostakim Piu,Dr. Nicole Sumaya Mostakim Piu,FEMALE
906,Jayoti Mukherjee,Jayoti Mukherjee,FEMALE
907,Dr. Md.Mouabya Hasan,Dr. Md.Mouabya Hasan,MALE
908,Dr. Khadiga Khanam,Dr. Khadiga Khanam,FEMALE
909,Dr. Md.Zamiul Haque,Dr. Md.Zamiul Haque,MALE
910,Dr. Raihan Ali,Dr. Raihan Ali,MALE
911,Dr. Mosammot Saima Sadia,Dr. Mosammot Saima Sadia,FEMALE
912,Dr. Nusrat Razia,Dr. Nusrat Razia,FEMALE
913,Dr. Rakibul Hasan Mihaam,Dr. Rakibul Hasan Mihaam,MALE
914,Dr. Sharmin Akter,Dr. Sharmin Akter,FEMALE
915,Dr. Tanvir Tamanna Ananna,Dr. Tanvir Tamanna Ananna,FEMALE
916,Dr. Rafsan Reza,Dr. Rafsan Reza,MALE
917,Dr. Ruby Das,Dr. Ruby Das,FEMALE
918,Dr. Kafil Uddin,Dr. Kafil Uddin,MALE
919,Dr. Samina Ferdous,Dr. Samina Ferdous,FEMALE
920,Dr. Ashik Md Raihan Chowdhury,Dr. Ashik Md Raihan Chowdhury,MALE
921,Dr. Ahsan Abdullah,Dr. Ahsan Abdullah,MALE
922,Dr. Md. Ashraful Hoque,Dr. Md. Ashraful Hoque,MALE
923,Dr. Gulshana Akter,Dr. Gulshana Akter,FEMALE
924,Dr. Taz-Nur Farzana,Dr. Taz-Nur Farzana,FEMALE
925,Nazmun Nahar Munmun,Nazmun Nahar Munmun,FEMALE
926,Mohammad Salim Chowdhury,Mohammad Salim Chowdhury,MALE
927,Dr. Mashfik Hasan,Dr. Mashfik Hasan,MALE
928,Dr. Salman Mahmud,Dr. Salman Mahmud,MALE
929,Dr. Farhana Binte Islam Mou,Dr. Farhana Binte Islam Mou,FEMALE
930,Dr. Sharmin Reza Lima,Dr. Sharmin Reza Lima,FEMALE
931,Dr. Mohammad Azmain Iktidar,Dr. Mohammad Azmain Iktidar,MALE
